anger,anticipation,disgust,fear,joy,sadness,surprise,trust,positive,negative
0.014084507042253521,0.04225352112676056,0.014084507042253521,0.023474178403755867,0.018779342723004695,0.014084507042253521,0.0,0.009389671361502348,0.04225352112676056,0.03286384976525822
0.013245033112582781,0.039735099337748346,0.006622516556291391,0.026490066225165563,0.033112582781456956,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.033112582781456956,0.019867549668874173
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0625,0.0
0.021505376344086023,0.021505376344086023,0.0,0.021505376344086023,0.010752688172043012,0.021505376344086023,0.010752688172043012,0.043010752688172046,0.043010752688172046,0.053763440860215055
0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
0.0,0.05555555555555555,0.0,0.0,0.018518518518518517,0.0,0.0,0.037037037037037035,0.05555555555555555,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.045454545454545456,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091
0.011627906976744186,0.03488372093023256,0.011627906976744186,0.011627906976744186,0.023255813953488372,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.023255813953488372,0.03488372093023256
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005494505494505495,0.030906593406593408,0.003434065934065934,0.014423076923076924,0.022664835164835164,0.01098901098901099,0.016483516483516484,0.04189560439560439,0.05425824175824176,0.024725274725274724
0.011111111111111112,0.027777777777777776,0.0,0.022222222222222223,0.016666666666666666,0.005555555555555556,0.011111111111111112,0.027777777777777776,0.027777777777777776,0.016666666666666666
0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.03333333333333333
0.0,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564
0.022222222222222223,0.06666666666666667,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.06666666666666667,0.044444444444444446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0
0.007849293563579277,0.029827315541601257,0.004709576138147566,0.01098901098901099,0.015698587127158554,0.007849293563579277,0.007849293563579277,0.03767660910518053,0.04709576138147567,0.03767660910518053
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009202453987730062,0.015337423312883436,0.006134969325153374,0.012269938650306749,0.009202453987730062,0.012269938650306749,0.003067484662576687,0.012269938650306749,0.03067484662576687,0.027607361963190184
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
0.005718954248366013,0.022058823529411766,0.004901960784313725,0.010620915032679739,0.012254901960784314,0.007352941176470588,0.010620915032679739,0.027777777777777776,0.029411764705882353,0.017973856209150325
0.0,0.05263157894736842,0.0,0.0,0.10526315789473684,0.0,0.0,0.05263157894736842,0.10526315789473684,0.05263157894736842
0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.11764705882352941,0.029411764705882353
0.0,0.03125,0.0,0.0,0.0625,0.0,0.0,0.03125,0.0625,0.03125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0625
0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0
0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0
0.00974025974025974,0.03571428571428571,0.012987012987012988,0.01948051948051948,0.02922077922077922,0.016233766233766232,0.02922077922077922,0.032467532467532464,0.05844155844155844,0.04220779220779221
0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.0,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.0,0.021739130434782608
0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.04285714285714286,0.0,0.0,0.02857142857142857,0.0,0.014285714285714285,0.04285714285714286,0.07142857142857142,0.014285714285714285
0.0,0.07272727272727272,0.0,0.0,0.07272727272727272,0.0,0.05454545454545454,0.05454545454545454,0.07272727272727272,0.0
0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.06896551724137931,0.034482758620689655
0.021739130434782608,0.043478260869565216,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.021739130434782608,0.043478260869565216,0.043478260869565216
0.010230179028132993,0.043478260869565216,0.005115089514066497,0.02557544757033248,0.030690537084398978,0.020460358056265986,0.028132992327365727,0.04859335038363171,0.05370843989769821,0.03324808184143223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014084507042253521,0.02535211267605634,0.005633802816901409,0.01971830985915493,0.016901408450704224,0.005633802816901409,0.014084507042253521,0.028169014084507043,0.04225352112676056,0.02535211267605634
0.003663003663003663,0.018315018315018316,0.0,0.02197802197802198,0.02564102564102564,0.003663003663003663,0.018315018315018316,0.05860805860805861,0.054945054945054944,0.02197802197802198
